id,Name,Property_type,Country,code,latitude,longitude,neighbourhood,Accomadates,Price,guests_included,Extra_people,min_nights,max_nights,Cancellation_policy,amenities,availability_365,bedrooms,beds,room_type,last_review,Reviews_count,review_score,host_listings,host_name,host_id,verified_host
1104,"Bundeena Base Art House, Sea View with Heated Pool",House,Australia,AUS,-34.084,151.15653,,8,260,6,35,2,1124,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Paid parking off premises', 'Pets allowed', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'Self check-in', 'Building staff', 'Private living room', 'Private entrance', 'Outlet covers', 'Bathtub', 'Baby bath', 'Changing table', 'High chair', 'Children’s books and toys', 'Table corner guards', 'Babysitter recommendations', 'Crib', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Step-free access', 'Handheld shower head']",303,3,5,Entire home/apt,15-02-2019 05:00,40,98,1,Hilde,104281282,TRUE
1105,Ocean/Sunset /Firework View 1 BR Ilikai Marina 482,Condominium,United States of America,USA,21.28582,-157.83903,Honolulu,4,275,1,0,4,1124,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",216,1,1,Entire home/apt,30-01-2019 05:00,15,94,59,Hawaii Vacation Properties Llc,24712052,TRUE
1106,Aconchego entre a Praia e a Lagoa,Apartment,Brazil,BRA,-22.98445709,-43.21671044,Leblon,7,399,6,80,2,90,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Elevator', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Baby bath', 'High chair', 'Children’s books and toys', 'Window guards', 'Crib', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Beach essentials', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Step-free access', 'Step-free access', 'Handheld shower head']",203,3,5,Entire home/apt,04-02-2019 05:00,78,100,3,Eneide,39731483,TRUE
1107,Private room with stunning view,Condominium,United States of America,USA,40.72149,-73.96174,Williamsburg,2,110,2,30,3,14,flexible,"['Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Smoking allowed', 'Doorman', 'Gym', 'Pets live on this property', 'Dog(s)', 'Elevator', 'Free street parking', 'Hot tub', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Building staff', 'Hot water', 'Luggage dropoff allowed', 'Paid parking on premises']",32,1,1,Private room,23-01-2019 05:00,126,99,1,Bernardo And Andressa,8548430,TRUE
1108,[Parking]  Beautiful Flat in Downtown Montréal,Apartment,Canada,CA,45.49545,-73.58089,Downtown Montreal,3,99,2,15,1,1124,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Other']",337,1,1,Entire home/apt,06-01-2019 05:00,152,89,1,Yj,104182850,FALSE
1109,Cosy apartment - great location,Apartment,Canada,CA,45.51301,-73.55963,Quartier des Spectacles,3,75,1,0,2,14,moderate,"['TV', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_50', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",0,1,1,Entire home/apt,30-12-2017 05:00,2,100,1,Fanny,43968444,TRUE
1110,Cozy appartement in the plateau of Montreal !,Apartment,Canada,CA,45.53454,-73.57684,Le Plateau-Mont-Royal,2,50,1,0,2,1125,moderate,"['Wifi', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Step-free access', 'Step-free access']",0,2,1,Private room,20-08-2018 04:00,6,100,1,Lucie,7018334,FALSE
1111,Villa Hodgkinson 18A - Convenient Sydney Location,Townhouse,Australia,AUS,-33.9544,151.00705,Revesby,10,296,4,45,2,1125,strict_14_with_grace_period,"['TV', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Bathtub', 'High chair', 'Pack ’n Play/travel crib', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Long term stays allowed']",269,4,6,Entire home/apt,19-12-2017 05:00,1,100,90,Serviced Houses Australia,15651267,FALSE
1112,Small and Low Cost Place,Apartment,Turkey,TUR,40.99609,29.08361,Kadıköy,2,179,1,0,1,30,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Smoking allowed', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets']",0,1,2,Entire home/apt,22-10-2017 04:00,7,100,1,Oguz,101640361,FALSE
1113,Architectural 2BR in Mile End by Sonder,Apartment,Canada,CA,45.51693,-73.59851,Outremont,4,85,4,7,2,1124,strict_14_with_grace_period,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed']",0,2,2,Entire home/apt,05-08-2018 04:00,16,89,1198,Sonder,12243051,FALSE
1114,Kapaa Sands 17 Ocean View Apartment,Condominium,United States of America,USA,22.05299,-159.33306,Kauaʻi,2,129,1,0,3,90,super_strict_60,"['TV', 'Cable TV', 'Wifi', 'Pool', 'Kitchen', 'Family/kid friendly', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo']",250,0,1,Entire home/apt,22-04-2018 04:00,3,100,51,Kauai Pacific Real Estate,71362662,FALSE
1115,Studio With Great View & Price in Waikiki,Apartment,United States of America,USA,21.28588,-157.83365,Honolulu,2,90,2,15,2,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Elevator', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",261,0,1,Entire home/apt,16-02-2019 05:00,46,91,33,TPRI Vacation Suites,41090328,FALSE
1116,Central & Modern Apartment in Heart of Sydney,Apartment,Australia,AUS,-33.87815,151.21023,Central Business District,2,151,2,25,3,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water']",138,1,1,Entire home/apt,28-02-2019 05:00,47,97,1,Gregoire,104694164,FALSE
1117,"Spacious two bed apartment, Surry Hills",Condominium,Australia,AUS,-33.87897,151.21538,Darlinghurst,2,175,2,0,3,10,moderate,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Other']",89,1,1,Private room,01-05-2017 04:00,1,100,1,Nicole,104702275,FALSE
1118,Oceanfront & Breath Taking Views.,Townhouse,United States of America,USA,20.95134,-156.68832,Kaanapali,6,230,5,50,3,29,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Bathtub', 'High chair', 'Stair gates', 'Children’s books and toys', 'Window guards', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Step-free access', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide clearance to bed', 'Step-free access', 'Bathtub with bath chair', 'Step-free access', 'Waterfront', 'Beachfront']",248,2,3,Entire home/apt,25-02-2019 05:00,27,95,2,Francesco,104714699,FALSE
1119,Urban Oasis Steps Away From Old Montreal,Apartment,Canada,CA,45.51525,-73.55529,Downtown Montreal,4,90,1,0,31,180,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Paid parking off premises', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed']",308,2,2,Entire home/apt,08-10-2018 04:00,4,95,3,Filomena,17422091,TRUE
1121,Two person room in vibrant Old Town,Apartment,Spain,ESP,41.38542,2.18067,Ciutat Vella,2,40,1,0,2,1125,strict_14_with_grace_period,"['Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Host greets you']",5,1,2,Private room,04-03-2019 05:00,135,96,2,Aj,103213186,FALSE
1122,Great  house with a big room No. 6,House,Australia,AUS,-33.79841,151.07671,,1,36,1,20,2,1125,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Washer', 'Smoke detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'Private entrance', 'Hot water', 'Host greets you']",340,1,1,Private room,09-08-2018 04:00,41,94,5,Lan,46855311,FALSE
1123,Styled Apartment in the heart of HK.- Wanchai,Apartment,Hong Kong,CHN,22.27564,114.16813,Wan Chai District,2,793,1,0,1,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Washer', 'Dryer', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Long term stays allowed', 'Host greets you']",129,1,1,Entire home/apt,11-03-2019 04:00,138,96,1,Ignacio,9064095,TRUE
1124,Wan Chai 3 Bedrooms Spacious Convenient Spot,Apartment,Hong Kong,CHN,22.2779,114.17739,Wan Chai District,8,1303,4,120,4,1125,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance']",74,3,5,Entire home/apt,24-01-2019 05:00,73,92,24,May,95206624,TRUE
1125,Loft Leblon próximo a praia rua Aristide Espindola,Loft,Brazil,BRA,-22.98497104,-43.22694156,Leblon,4,298,1,0,3,28,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Doorman', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Family/kid friendly', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Host greets you']",164,0,2,Entire home/apt,17-01-2019 05:00,14,94,1,Marcelo,76394416,FALSE
1126,AMAZING split level Penthouse,Apartment,Australia,AUS,-33.87175,151.19396,Pyrmont,8,300,4,100,5,30,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Bathtub', 'Hot water', 'Host greets you', 'Paid parking on premises']",44,2,2,Entire home/apt,17-02-2019 05:00,3,73,1,Richard,47918196,FALSE
1129,Resort-style living one stop from Central station,Apartment,Australia,AUS,-33.90502,151.20954,Zetland,2,100,1,0,2,21,moderate,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer']",0,1,1,Entire home/apt,16-12-2016 05:00,1,100,1,Thomas,14378836,FALSE
1130,Mike's House- Hina Room,House,United States of America,USA,20.90555,-156.37272,Maui,2,95,2,0,1,1125,strict_14_with_grace_period,"['Cable TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Cat(s)', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Keypad']",256,1,1,Private room,13-02-2019 05:00,192,96,6,Rina,8591101,TRUE
1131,Affordable Bedroom in Brooklyn,Apartment,United States of America,USA,40.66838,-73.93134,Crown Heights,2,50,1,0,4,16,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water']",0,1,1,Private room,30-04-2018 04:00,28,98,1,Cesar & Nadia,20319948,FALSE
1132,Cozy Well-Furnished Home in the Heart of Harlem,Apartment,United States of America,USA,40.81749,-73.94315,Manhattan,2,110,1,10,2,30,strict_14_with_grace_period,"['Wifi', 'Kitchen', 'Gym', 'Breakfast', 'Elevator', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Well-lit path to entrance', 'Step-free access', 'Step-free access', 'Host greets you']",88,1,1,Private room,22-02-2019 05:00,120,98,1,Phoebe,10332773,FALSE
1133,SANTA CATARINA HOUSE,House,Portugal,PRT,41.14974,-8.60525,,8,69,4,13,1,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Pets allowed', 'Family/kid friendly', 'Washer', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",119,3,6,Entire home/apt,14-02-2019 05:00,221,97,3,Francisco,37015742,TRUE
1135,A charming Art-deco upper Manhattan,Apartment,United States of America,USA,40.85425,-73.93585,Manhattan,2,80,1,0,1,1125,flexible,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Breakfast', 'Elevator', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Bathtub', 'Stair gates', 'Window guards', 'Room-darkening shades', 'Hot water', 'Wide hallway clearance', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Host greets you', 'Handheld shower head']",2,1,2,Private room,07-10-2018 04:00,7,91,1,Aleksandra,105384236,FALSE
1136,One Bedroom/Caddebostan,Serviced apartment,Turkey,TUR,40.96469,29.07722,Kadıköy,1,121,1,0,2,1125,flexible,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Breakfast', 'Elevator', 'Heating', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",90,1,1,Shared room,22-06-2018 04:00,3,100,1,Gulsah,105448963,FALSE
